ticker,name,current_price,price_change,pct_change,scraped_at
TLKT2,TLKT2: Talk 2 Me aka Talk to Me 2,7.32,0.0,0.0,2026-03-03T13:12:00
TANGL,TANGL: Tangled,116.03,0.0,0.0,2026-03-03T13:12:00
TEENT,TEENT: Teen Titans,36.45,0.04,-0.0,2026-03-03T13:12:00
TMNT4,TMNT4: Teenage Mutant Ninja...,74.9,0.08,0.0,2026-03-03T13:12:00
TSDCM,TSDCM: Teenage Sex and Death at...,2.0,0.0,0.0,2026-03-03T13:12:00
TERF4,TERF4: Terrifier 4,24.05,0.02,0.0,2026-03-03T13:12:00
THNK2,THNK2: Thanksgiving 2,8.88,0.01,0.0,2026-03-03T13:12:00
TAOCB,TAOCB: The Adventures of Cliff...,8.7,0.08,1.0,2026-03-03T13:12:00
AIDOC,AIDOC: The AI Doc: Or How I...,1.59,0.0,0.0,2026-03-03T13:12:00
ALCHM,ALCHM: The Alchemist,4.22,0.02,-0.0,2026-03-03T13:12:00
ANGR3,ANGR3: The Angry Birds Movie 3,36.79,0.06,-0.0,2026-03-03T13:12:00
AUTHO,AUTHO: The Authority,14.94,0.04,-0.0,2026-03-03T13:12:00
TBAT2,TBAT2: The Batman: Part II,255.97,0.43,0.0,2026-03-03T13:12:00
TBEAS,TBEAS: The Beast,7.6,0.01,0.0,2026-03-03T13:12:00
BEAT1,BEAT1: The Beatles - A Four-Film...,114.3,0.0,0.0,2026-03-03T13:12:00
BEKP2,BEKP2: The Beekeeper 2,32.18,0.01,0.0,2026-03-03T13:12:00
TBYTC,TBYTC: The Best is Yet to Come,15.44,0.03,-0.0,2026-03-03T13:12:00
BTRND,BTRND: The Bitter End,1.05,0.01,1.0,2026-03-03T13:12:00
TBLSM,TBLSM: The Blacksmith,0.07,-0.01,-13.0,2026-03-03T13:12:00
TBATB,TBATB: The Bookie & the Bruiser,7.59,0.01,0.0,2026-03-03T13:12:00
BREDW,BREDW: The Breadwinner,27.66,0.0,0.0,2026-03-03T13:12:00
BRIDE,BRIDE: The Bride!,39.45,-0.86,-2.0,2026-03-03T13:12:00
TCATH,TCATH: The Cat in the Hat,84.93,0.18,-0.0,2026-03-03T13:12:00
CHAIN,CHAIN: The Chain,1.97,0.0,0.0,2026-03-03T13:12:00
CHAPR,CHAPR: The Chaperones,9.31,0.05,1.0,2026-03-03T13:12:00
CHORL,CHORL: The Choral,1.65,-0.02,-1.0,2026-03-03T13:12:00
TCS61,TCS61: The Chosen Season 6,9.71,0.01,0.0,2026-03-03T13:12:00
CHRIS,CHRIS: The Christophers,8.06,-0.07,-1.0,2026-03-03T13:12:00
CLIMB,CLIMB: The Climb,0.14,0.01,8.0,2026-03-03T13:12:00
COLAB,COLAB: The Collaboration,0.03,0.0,0.0,2026-03-03T13:12:00
COMDH,COMDH: The Comedy Hour,2.93,-0.02,-1.0,2026-03-03T13:12:00
CNJU5,CNJU5: The Conjuring: First...,90.58,0.18,0.0,2026-03-03T13:12:00
TDORH,TDORH: The Death of Robin Hood,28.04,0.13,0.0,2026-03-03T13:12:00
THDEB,THDEB: The Deb,0.14,0.01,8.0,2026-03-03T13:12:00
PRAD2,PRAD2: The Devil Wears Prada 2,199.84,0.67,-0.0,2026-03-03T13:12:00
DIVSN,DIVSN: The Division,0.05,0.01,25.0,2026-03-03T13:12:00
TDRAM,TDRAM: The Drama,24.62,0.06,0.0,2026-03-03T13:12:00
DTCHM,DTCHM: The Dutchman,0.63,-0.03,-5.0,2026-03-03T13:12:00
TEONM,TEONM: The Edge Of Normal,3.31,0.01,-0.0,2026-03-03T13:12:00
ENDIT,ENDIT: The End of It,2.61,0.01,0.0,2026-03-03T13:12:00
ENGPT,ENGPT: The Engagement Party,2.47,0.0,0.0,2026-03-03T13:12:00
TESID,TESID: The Entertainment System...,11.22,0.02,0.0,2026-03-03T13:12:00
TEXO2,TEXO2: The Exorcist Film...,45.04,0.26,1.0,2026-03-03T13:12:00
FCOHR,FCOHR: The Face of Horror,12.04,0.38,3.0,2026-03-03T13:12:00
FAMIL,FAMIL: The Familiars,9.05,0.01,0.0,2026-03-03T13:12:00
TCOTG,TCOTG: The Fence aka The Cry of...,0.77,-0.03,-4.0,2026-03-03T13:12:00
FRSHN,FRSHN: The Freshening,3.87,0.01,0.0,2026-03-03T13:12:00
FURIS,FURIS: The Furious,1.47,0.02,1.0,2026-03-03T13:12:00
GALRS,GALRS: The Gallerist,8.31,0.0,0.0,2026-03-03T13:12:00
GRFL2,GRFL2: The Garfield Movie 2,24.79,0.06,-0.0,2026-03-03T13:12:00
GNTLT,GNTLT: The Gauntlet,37.84,0.13,0.0,2026-03-03T13:12:00
TGNTH,TGNTH: The Giant's House,2.49,0.0,0.0,2026-03-03T13:12:00
GONI2,GONI2: The Goonies 2,64.94,0.0,0.0,2026-03-03T13:12:00
GVRNS,GVRNS: The Governesses,0.04,0.02,100.0,2026-03-03T13:12:00
GRVBK,GRVBK: The Graveyard Book,0.7,-0.02,-3.0,2026-03-03T13:12:00
ACRNS,ACRNS: The Great Beyond aka...,116.2,0.23,0.0,2026-03-03T13:12:00
GEMUW,GEMUW: The Great Emu War,0.12,0.0,0.0,2026-03-03T13:12:00
HSKPR,HSKPR: The Housekeeper,4.2,0.02,-0.0,2026-03-03T13:12:00
HMAI2,HMAI2: The Housemaid's Secret,76.14,0.43,1.0,2026-03-03T13:12:00
THSWF,THSWF: The Housewife,1.52,-0.02,-1.0,2026-03-03T13:12:00
HGAM6,HGAM6: The Hunger Games: Sunrise...,180.91,0.17,-0.0,2026-03-03T13:12:00
TINVT,TINVT: The Invite,14.36,0.04,-0.0,2026-03-03T13:12:00
ISLAN,ISLAN: The Island,0.78,-0.01,-1.0,2026-03-03T13:12:00
TJLC2,TJLC2: The Joy Luck Club 2,6.23,0.03,0.0,2026-03-03T13:12:00
KTSS4,KTSS4: The Kingsman 3,3.63,0.02,1.0,2026-03-03T13:12:00
LSMTM,LSMTM: The Land of Sometimes,2.88,0.0,0.0,2026-03-03T13:12:00
CVERT,CVERT: The Last Adventures Of...,0.08,0.0,0.0,2026-03-03T13:12:00
TLDAY,TLDAY: The Last Day,0.71,0.02,3.0,2026-03-03T13:12:00
LDOMH,LDOMH: The Last Disturbance Of...,6.36,0.05,1.0,2026-03-03T13:12:00
LMRSP,LMRSP: The Last Mrs. Parrish,0.31,0.0,0.0,2026-03-03T13:12:00
LPHOT,LPHOT: The Last Photograph,1.73,-0.01,-1.0,2026-03-03T13:12:00
TLRSR,TLRSR: The Last Resort,3.97,0.01,0.0,2026-03-03T13:12:00
TLTFH,TLTFH: The Last Train From...,25.67,0.06,-0.0,2026-03-03T13:12:00
TLVIK,TLVIK: The Last Viking,0.44,0.0,0.0,2026-03-03T13:12:00
TLWH2,TLWH2: The Last Witch Hunter 2...,13.86,0.02,-0.0,2026-03-03T13:12:00
ATLA1,ATLA1: The Legend of Aang: The...,18.93,0.02,-0.0,2026-03-03T13:12:00
ZELDA,ZELDA: The Legend of Zelda,216.65,0.32,0.0,2026-03-03T13:12:00
LOTR5,LOTR5: The Lord of the Rings:...,171.64,0.1,-0.0,2026-03-03T13:12:00
LOSTB,LOSTB: The Lost Boys,1.49,0.0,0.0,2026-03-03T13:12:00
TMFAT,TMFAT: The Magic Faraway Tree,10.69,-0.06,-1.0,2026-03-03T13:12:00
TMWSP,TMWSP: The Man Who Saved Paris,0.03,0.01,50.0,2026-03-03T13:12:00
TMWTB,TMWTB: The Man with the Bag,13.29,0.01,0.0,2026-03-03T13:12:00
SWAR3,SWAR3: The Mandalorian and Grogu,224.29,0.12,0.0,2026-03-03T13:12:00
MOTRD,MOTRD: The Masque Of The Red Death,19.27,0.18,1.0,2026-03-03T13:12:00
MTRX5,MTRX5: The Matrix 5,29.48,0.14,0.0,2026-03-03T13:12:00
TMEMP,TMEMP: The Memory Police,5.07,0.01,-0.0,2026-03-03T13:12:00
MOMNT,MOMNT: The Moment,4.67,-0.07,-1.0,2026-03-03T13:12:00
TMOVC,TMOVC: The Movie Critic,16.01,0.02,0.0,2026-03-03T13:12:00
MVTEL,MVTEL: The Movie Teller,0.01,-0.01,-50.0,2026-03-03T13:12:00
MUMY5,MUMY5: The Mummy 4,90.86,0.74,1.0,2026-03-03T13:12:00
NAPAB,NAPAB: The Napa Boys,0.38,-0.03,-7.0,2026-03-03T13:12:00
NITNG,NITNG: The Nightingale,6.42,-0.08,-1.0,2026-03-03T13:12:00
ODYSE,ODYSE: The Odyssey,294.72,0.37,-0.0,2026-03-03T13:12:00
THEON,THEON: The One,3.57,-0.02,-1.0,2026-03-03T13:12:00
OLPNY,OLPNY: The Only Living...,2.83,0.03,1.0,2026-03-03T13:12:00
OPTMS,OPTMS: The Optimist,2.06,0.02,1.0,2026-03-03T13:12:00
TPACK,TPACK: The Pack,5.31,0.01,-0.0,2026-03-03T13:12:00
TPSNT,TPSNT: The Peasant,16.61,0.02,-0.0,2026-03-03T13:12:00
PNKRT,PNKRT: The Pinkerton,7.29,0.01,-0.0,2026-03-03T13:12:00
TPLAG,TPLAG: The Plague,0.87,0.0,0.0,2026-03-03T13:12:00
PLOUM,PLOUM: The Ploughmen,0.05,-0.01,-17.0,2026-03-03T13:12:00
POUTF,POUTF: The Pout-pout Fish,2.01,-0.02,-1.0,2026-03-03T13:12:00
TPCAK,TPCAK: The President's Cake,0.17,0.01,6.0,2026-03-03T13:12:00
PDIA3,PDIA3: The Princess Diaries 3,34.34,0.1,0.0,2026-03-03T13:12:00
PURG6,PURG6: The Purge 6,5.29,0.01,-0.0,2026-03-03T13:12:00
TQUOF,TQUOF: The Queen of Fashion,2.55,0.01,-0.0,2026-03-03T13:12:00
RAID1,RAID1: The Raid,0.07,-0.01,-13.0,2026-03-03T13:12:00
RSAAB,RSAAB: The Raja Saab,3.22,-0.08,-2.0,2026-03-03T13:12:00
KMOON,KMOON: The Real Me: Keith Moon ,2.11,0.0,0.0,2026-03-03T13:12:00
RSCUE,RSCUE: The Rescue,29.05,0.35,1.0,2026-03-03T13:12:00
RESUR,RESUR: The Resurrection of the...,143.27,0.0,0.0,2026-03-03T13:12:00
RESU2,RESU2: The Resurrection of the...,135.64,0.14,-0.0,2026-03-03T13:12:00
LORN2,LORN2: The Revenge of La Llorona,23.35,0.06,-0.0,2026-03-03T13:12:00
RIDER,RIDER: The Riders,37.83,0.22,1.0,2026-03-03T13:12:00
TROAK,TROAK: The Rivals Of Amziah King,2.32,0.0,0.0,2026-03-03T13:12:00
ROSIE,ROSIE: The Rosie Project,0.08,0.01,14.0,2026-03-03T13:12:00
TSAIN,TSAIN: The Saint,5.69,0.0,0.0,2026-03-03T13:12:00
SECAC,SECAC: The Second Act,0.07,0.0,0.0,2026-03-03T13:12:00
3BAGF,3BAGF: The Sheep Detectives aka...,40.64,0.06,0.0,2026-03-03T13:12:00
SHTHD,SHTHD: The Shitheads,5.27,-0.26,-5.0,2026-03-03T13:12:00
TSOTH,TSOTH: The Shrinking of Treehorn,0.86,-0.02,-2.0,2026-03-03T13:12:00
SIMP2,SIMP2: The Simpsons Movie 2,165.11,0.02,-0.0,2026-03-03T13:12:00
TSIMS,TSIMS: The Sims Movie,36.02,0.01,-0.0,2026-03-03T13:12:00
6MILL,6MILL: The Six Billion Dollar Man,8.18,0.05,1.0,2026-03-03T13:12:00
TSBDM,TSBDM: The Six Billion Dollar Man,0.53,0.01,2.0,2026-03-03T13:12:00
SMACK,SMACK: The Smack,0.24,0.0,0.0,2026-03-03T13:12:00
SOCI2,SOCI2: The Social Reckoning aka...,62.88,0.0,0.0,2026-03-03T13:12:00
TSNVS,TSNVS: The Sun Never Sets,2.17,-0.04,-2.0,2026-03-03T13:12:00
MARI2,MARI2: The Super Mario Galaxy Movie,505.13,0.05,0.0,2026-03-03T13:12:00
SURGN,SURGN: The Surgeon,9.36,0.03,0.0,2026-03-03T13:12:00
ANLEE,ANLEE: The Testament of Ann Lee,3.92,-0.46,-11.0,2026-03-03T13:12:00
T3RDP,T3RDP: The Third Parent,5.61,-0.03,-1.0,2026-03-03T13:12:00
TTCAF,TTCAF: The Thomas Crown Affair,37.21,0.06,0.0,2026-03-03T13:12:00
THOOD,THOOD: The Uprising aka The Hood,7.88,0.0,0.0,2026-03-03T13:12:00
VALEY,VALEY: The Valley,20.16,0.04,0.0,2026-03-03T13:12:00
TVOHR,TVOHR: The Voice Of Hind Rajab,0.89,-0.01,-1.0,2026-03-03T13:12:00
WAGER,WAGER: The Wager,16.75,0.0,0.0,2026-03-03T13:12:00
THWAL,THWAL: The Wall,0.04,0.0,0.0,2026-03-03T13:12:00
WARMG,WARMG: The War Magician,0.29,0.0,0.0,2026-03-03T13:12:00
LPLNT,LPLNT: The Way of the Wind aka...,0.05,-0.02,-29.0,2026-03-03T13:12:00
THEWT,THEWT: The Weight,5.93,0.01,0.0,2026-03-03T13:12:00
TWRB2,TWRB2: The Wild Robot 2,40.08,0.11,-0.0,2026-03-03T13:12:00
WZKRM,WZKRM: The Wizard of Kremlin,5.41,-0.08,-1.0,2026-03-03T13:12:00
TWRNG,TWRNG: The Wrong Girl,8.78,0.01,0.0,2026-03-03T13:12:00
TYPEP,TYPEP: The Young People,15.97,0.02,-0.0,2026-03-03T13:12:00
TFLW2,TFLW2: They Follow aka It Follows 2,5.16,0.02,-0.0,2026-03-03T13:12:00
THFUS,THFUS: They Found Us,6.73,-0.05,-1.0,2026-03-03T13:12:00
TWKYU,TWKYU: They Will Kill You,25.6,0.0,0.0,2026-03-03T13:12:00
TINAT,TINAT: This Is Not a Test,1.2,0.0,0.0,2026-03-03T13:12:00
THRED,THRED: Thread: An Insidious Tale,8.96,0.02,-0.0,2026-03-03T13:12:00
TMJR2,TMJR2: Tom & Jerry,23.36,0.02,-0.0,2026-03-03T13:12:00
TOMB4,TOMB4: Tomb Raider ,3.67,-0.08,-2.0,2026-03-03T13:12:00
TONY,TONY: Tony,14.12,0.0,0.0,2026-03-03T13:12:00
TOPG3,TOPG3: Top Gun 3,222.02,0.06,-0.0,2026-03-03T13:12:00
TOTO,TOTO: Toto,2.84,0.0,0.0,2026-03-03T13:12:00
TOW,TOW: Tow,3.51,-0.02,-1.0,2026-03-03T13:12:00
TOWRT,TOWRT: Tower of Terror,12.45,0.06,0.0,2026-03-03T13:12:00
TOXIC,TOXIC: Toxic: A Fairy Tale for...,4.44,-0.06,-1.0,2026-03-03T13:12:00
TOYS5,TOYS5: Toy Story 5,362.07,0.23,0.0,2026-03-03T13:12:00
TFRM8,TFRM8: Transformers 8,44.88,0.01,0.0,2026-03-03T13:12:00
TRSHR,TRSHR: Trashers,0.11,-0.02,-15.0,2026-03-03T13:12:00
TRPLT,TRPLT: Triplets,0.03,-0.02,-40.0,2026-03-03T13:12:00
TUNER,TUNER: Tuner,6.36,0.06,1.0,2026-03-03T13:12:00
TUNLS,TUNLS: Tunnels,0.01,0.0,0.0,2026-03-03T13:12:00
UNCNY,UNCNY: Uncanny Valley,3.68,0.0,0.0,2026-03-03T13:12:00
UNCH2,UNCH2: Uncharted 2,19.2,0.02,-0.0,2026-03-03T13:12:00
UNDTN,UNDTN: Undertone,15.56,0.0,0.0,2026-03-03T13:12:00
UNIDF,UNIDF: Unidentified ,0.82,-0.01,-1.0,2026-03-03T13:12:00
UAP,UAP: Unidentified Anomalous...,31.26,0.0,0.0,2026-03-03T13:12:00
UNINC,UNINC: Union County,1.46,0.02,1.0,2026-03-03T13:12:00
UDCHA,UDCHA: Untitled Damien Chazelle...,21.43,0.08,0.0,2026-03-03T13:12:00
UEFDD,UEFDD: Untitled Event Film...,44.27,0.05,0.0,2026-03-03T13:12:00
UJPE4,UJPE4: Untitled Fourth Film...,51.31,0.84,2.0,2026-03-03T13:12:00
KPOPM,KPOPM: Untitled K-Pop Movie,35.71,0.04,-0.0,2026-03-03T13:12:00
UOCJA,UOCJA: Untitled Original Comedy...,44.91,0.2,0.0,2026-03-03T13:12:00
SPACX,SPACX: Untitled SpaceX Project,9.56,-0.07,-1.0,2026-03-03T13:12:00
URBN3,URBN3: Urban Legend,2.55,0.01,-0.0,2026-03-03T13:12:00
VOTVL,VOTVL: Vampires of the Velvet...,0.57,-0.02,-3.0,2026-03-03T13:12:00
VERTY,VERTY: Verity,38.98,0.1,-0.0,2026-03-03T13:12:00
VPSYC,VPSYC: Victorian Psycho,14.43,0.02,-0.0,2026-03-03T13:12:00
VILN2,VILN2: Violent Night 2,24.22,0.02,0.0,2026-03-03T13:12:00
VLMAD,VLMAD: Viva La Madness,19.95,0.02,0.0,2026-03-03T13:12:00
VOLTN,VOLTN: Voltron,24.24,0.05,-0.0,2026-03-03T13:12:00
VOYGR,VOYGR: Voyagers,2.3,0.0,0.0,2026-03-03T13:12:00
WARDR,WARDR: Wardriver,0.03,0.0,0.0,2026-03-03T13:12:00
WASTE,WASTE: Wasteman,0.58,0.0,0.0,2026-03-03T13:12:00
WTDOG,WTDOG: Watch Dogs,9.86,0.01,0.0,2026-03-03T13:12:00
WADY,WADY: We All Die Young,0.03,0.01,50.0,2026-03-03T13:12:00
WSTOR,WSTOR: We Are Storror,1.29,-0.01,-1.0,2026-03-03T13:12:00
WLCM3,WLCM3: Welcome to the Jungle,0.33,0.0,0.0,2026-03-03T13:12:00
WERWU,WERWU: Werwulf,68.71,0.05,-0.0,2026-03-03T13:12:00
WHALF,WHALF: Whalefall,24.9,0.04,0.0,2026-03-03T13:12:00
WHANT,WHANT: What Happens At Night,37.77,0.26,1.0,2026-03-03T13:12:00
WSGON,WSGON: What's Going On,0.42,-0.02,-5.0,2026-03-03T13:12:00
WPRAY,WPRAY: When We Pray,0.07,0.0,0.0,2026-03-03T13:12:00
WHTSP,WHTSP: Whitney Springs aka...,23.24,-0.26,-1.0,2026-03-03T13:12:00
MDONA,MDONA: Who's That Girl aka...,11.22,0.02,-0.0,2026-03-03T13:12:00
WCKER,WCKER: Wicker,5.96,0.15,3.0,2026-03-03T13:12:00
WIFDG,WIFDG: Wife & Dog,14.29,0.02,0.0,2026-03-03T13:12:00
W4OCL,W4OCL: Wild Four O’Clocks ,0.04,-0.01,-20.0,2026-03-03T13:12:00
WILDH,WILDH: Wild Horse Nine aka...,7.75,0.03,-0.0,2026-03-03T13:12:00
WILDW,WILDW: Wildwood,10.33,-0.1,-1.0,2026-03-03T13:12:00
WNDOC,WNDOC: Wind of Change,4.99,0.02,-0.0,2026-03-03T13:12:00
WNRV2,WNRV2: Wind River: The Next Chapter,2.73,0.0,0.0,2026-03-03T13:12:00
WNTGM,WNTGM: Winter Games,8.15,-0.06,-1.0,2026-03-03T13:12:00
WSHFT,WSHFT: Wishful Thinking,3.66,0.01,0.0,2026-03-03T13:12:00
WOBLD,WOBLD: Without Blood,2.68,0.0,0.0,2026-03-03T13:12:00
WIZRD,WIZRD: Wizards!,1.23,0.0,0.0,2026-03-03T13:12:00
WOND3,WOND3: Wonder Woman ,56.82,0.21,-0.0,2026-03-03T13:12:00
WONK2,WONK2: Wonka 2,63.38,0.0,0.0,2026-03-03T13:12:00
THLK2,THLK2: World War Hulk,36.6,0.04,-0.0,2026-03-03T13:12:00
WUTHR,WUTHR: Wuthering Heights,78.66,-1.97,-2.0,2026-03-03T13:12:00
XMEN8,XMEN8: X-Men aka Mutants,168.13,0.11,0.0,2026-03-03T13:12:00
BEEGE,BEEGE: You Should Be Dancing aka...,16.53,0.02,-0.0,2026-03-03T13:12:00
ITLIA,"ITLIA: You, Me & Tuscany",22.01,0.79,4.0,2026-03-03T13:12:00
YWASH,YWASH: Young Washington,29.54,0.1,0.0,2026-03-03T13:12:00
YOURM,YOURM: Your Mother Your Mother...,2.96,0.0,0.0,2026-03-03T13:12:00
BTLHM,BTLHM: Zero A.D. aka Bethlehem,34.73,0.16,-0.0,2026-03-03T13:12:00
ZI,ZI: Zi,1.39,0.01,1.0,2026-03-03T13:12:00
ZOROR,ZOROR: Zorro 2.0,0.01,0.0,0.0,2026-03-03T13:12:00
